-0.5919762,0.6525381,6.025505,-0.655924,1.384346,6.007967,-0.691051,1.970709,6.002506,-0.7072808,2.863339,5.952128,-0.6163704,2.727442,6.011868,-0.04485131,2.59938,5.951615,0.1180339,1.484792,5.788481,0.075436,0.5949772,5.443546,-0.8261861,2.716525,5.999657,-1.312776,2.550931,5.828779,-1.531254,1.413639,5.767408,-1.486852,0.5898722,5.262183,-0.2197259,0.6859483,6.062298,-0.03859124,-0.9323942,5.803585,0.1037657,-2.501672,5.820435,0.1684235,-2.999766,5.234698,-0.9276491,0.6223971,5.992323,-0.8627627,-1.013588,6.17195,-0.7444217,-2.577423,6.447837,-0.6536648,-3.057214,5.932529,-0.7089967,3.166855,5.806969,-0.5883725,3.300376,5.170066,-0.4609639,3.437899,5.304228,-0.3133527,3.453726,5.804819,-0.7397188,3.43432,5.237614,-1.082287,3.44775,5.654362,
-0.6601052,0.6659904,6.052598,-0.7360803,1.396923,6.053786,-0.7807743,1.982627,6.063792,-0.7980131,2.876441,6.040739,-0.7064909,2.738858,6.095528,-0.1337429,2.611863,6.044954,0.01421252,1.494505,5.885892,-0.06784501,0.6192518,5.511825,-0.9164166,2.728128,6.084813,-1.404435,2.567786,5.912848,-1.62543,1.432248,5.829886,-1.582928,0.6098745,5.322069,-0.2879184,0.7046238,6.084998,-0.08748246,-0.9110886,5.823164,0.07761531,-2.478293,5.838539,0.1420157,-2.968697,5.246232,-0.9957207,0.6311395,6.023376,-0.904534,-1.005516,6.186006,-0.7589107,-2.570796,6.440649,-0.6735352,-3.043883,5.918186,-0.8011879,3.184258,5.904891,-0.674041,3.336431,5.273402,-0.5456786,3.46775,5.412805,-0.4015016,3.465383,5.914688,-0.8239877,3.470302,5.344198,-1.169395,3.475247,5.758848,
-0.6763884,0.6700236,6.061399,-0.7542527,1.400724,6.064616,-0.8004615,1.986257,6.076399,-0.8120396,2.88024,6.058095,-0.7213916,2.741796,6.112144,-0.1470132,2.61715,6.076735,-0.006387592,1.49572,5.941796,-0.1197472,0.6303705,5.553231,-0.931374,2.732454,6.101389,-1.420352,2.575048,5.929499,-1.65653,1.442153,5.853055,-1.625301,0.6116397,5.357891,-0.3042729,0.7095357,6.0934,-0.1019605,-0.9104584,5.861554,0.06419815,-2.476879,5.908051,0.1365278,-2.970188,5.319116,-1.01194,0.6343805,6.032538,-0.9183442,-1.001553,6.200383,-0.7701707,-2.566297,6.456492,-0.685427,-3.042139,5.936469,-0.8132704,3.188777,5.92389,-0.6791292,3.343779,5.294564,-0.5495525,3.471784,5.435899,-0.4089782,3.462981,5.938712,-0.8272787,3.479604,5.365398,-1.175451,3.487116,5.777665,
-0.6865975,0.6718831,6.074181,-0.767083,1.402276,6.075465,-0.8156748,1.987596,6.087042,-0.8278847,2.881624,6.073819,-0.7383621,2.742959,6.129138,-0.1623793,2.622077,6.111685,-0.02115737,1.49943,5.98839,-0.1422978,0.6430763,5.582714,-0.9480165,2.733461,6.113428,-1.434951,2.575952,5.93599,-1.676938,1.443906,5.866152,-1.658085,0.597329,5.3984,-0.315353,0.7127231,6.113595,-0.10726,-0.9137657,5.940173,0.05923824,-2.4779,6.035063,0.1469667,-2.978529,5.454498,-1.021363,0.6350425,6.038635,-0.925678,-1.000022,6.212989,-0.7778285,-2.562858,6.480286,-0.6847587,-3.045107,5.96768,-0.8263495,3.190947,5.941473,-0.6659946,3.348192,5.318901,-0.5430926,3.476288,5.465983,-0.424149,3.466621,5.974311,-0.8175626,3.483255,5.383677,-1.18308,3.488308,5.780655,
-0.6984355,0.6658553,6.117157,-0.7800882,1.396165,6.1092,-0.8303921,1.981495,6.115125,-0.8443534,2.875566,6.099526,-0.7577019,2.737244,6.16009,-0.181023,2.618772,6.17283,-0.03525575,1.495685,6.057847,-0.1363302,0.6378306,5.649586,-0.9661298,2.727105,6.132566,-1.445774,2.568453,5.937017,-1.694189,1.436612,5.886872,-1.681358,0.566781,5.463441,-0.3301973,0.7076917,6.178215,-0.1135274,-0.9225907,6.056851,0.04624565,-2.485111,6.18663,0.1769502,-2.989375,5.61728,-1.03049,0.6281163,6.062096,-0.9412165,-1.007186,6.239461,-0.8060815,-2.570233,6.51331,-0.679291,-3.055553,6.010815,-0.8362064,3.184699,5.966873,-0.6382514,3.343341,5.355493,-0.525308,3.471878,5.510028,-0.4380817,3.462255,6.024812,-0.7942038,3.477643,5.410841,-1.183717,3.480584,5.78442,
-0.6999075,0.6640989,6.118805,-0.7802569,1.394727,6.109981,-0.8299294,1.98024,6.117544,-0.8450611,2.874619,6.109896,-0.7586135,2.73584,6.16983,-0.1820316,2.616422,6.184734,-0.03964655,1.492165,6.074231,-0.1297515,0.6319078,5.667903,-0.9668826,2.725663,6.140759,-1.447575,2.567088,5.947358,-1.701077,1.435367,5.91729,-1.70908,0.5460002,5.535854,-0.3318203,0.7053384,6.181727,-0.1238992,-0.9291418,6.103648,0.0303247,-2.49082,6.253499,0.1611468,-2.999037,5.687441,-1.031826,0.6268981,6.062063,-0.9457337,-1.008948,6.239799,-0.8136993,-2.572866,6.512501,-0.6861103,-3.061332,6.013016,-0.836432,3.185023,5.98006,-0.6335,3.346397,5.370851,-0.5220579,3.474547,5.526877,-0.4391727,3.463063,6.04247,-0.7901772,3.480265,5.425405,-1.182953,3.481126,5.795759,
-0.6997097,0.6642525,6.129973,-0.7816101,1.394847,6.118632,-0.8327191,1.980392,6.124546,-0.8472292,2.874997,6.1179,-0.761338,2.736056,6.178372,-0.1850484,2.615415,6.199042,-0.03969121,1.490639,6.095153,-0.1156312,0.6263534,5.693988,-0.9694192,2.726046,6.147593,-1.450217,2.567986,5.95368,-1.702658,1.4354,5.943274,-1.728565,0.5281826,5.606742,-0.3323473,0.7064729,6.196878,-0.1246027,-0.9296336,6.150861,0.0279,-2.490307,6.316019,0.1784253,-2.999053,5.755112,-1.030974,0.6261672,6.06964,-0.9444722,-1.010183,6.246092,-0.8123789,-2.575918,6.510375,-0.6699436,-3.064591,6.014886,-0.8373495,3.18563,5.988498,-0.6328971,3.35121,5.38076,-0.5210325,3.477565,5.538022,-0.4388052,3.461378,6.053719,-0.7890623,3.485364,5.436264,-1.182369,3.484923,5.806238,
-0.6964377,0.6641371,6.14178,-0.7798882,1.394613,6.128628,-0.8321869,1.980142,6.132115,-0.8460367,2.874855,6.124487,-0.760731,2.735898,6.185805,-0.1850438,2.613346,6.212968,-0.03188369,1.488775,6.116883,-0.09363783,0.6185163,5.726063,-0.9685826,2.725997,6.153317,-1.449143,2.568254,5.958382,-1.702798,1.43578,5.966386,-1.741919,0.5132484,5.675535,-0.3298063,0.7072906,6.212253,-0.1207714,-0.9292589,6.18446,0.03074206,-2.488869,6.36189,0.1964661,-2.998049,5.805553,-1.027043,0.6252103,6.078229,-0.9397591,-1.011293,6.254693,-0.8082075,-2.577365,6.518382,-0.655201,-3.066306,6.0262,-0.8348786,3.185392,5.994857,-0.6281992,3.360514,5.390471,-0.5168182,3.484317,5.550127,-0.4363975,3.459905,6.065847,-0.7845175,3.493863,5.447556,-1.179166,3.487746,5.816142,
-0.6892689,0.662456,6.153204,-0.7721102,1.393003,6.135721,-0.8241934,1.978636,6.135993,-0.8397869,2.873402,6.125356,-0.7554396,2.734799,6.188827,-0.1810186,2.608003,6.223799,-0.01831663,1.483478,6.142267,-0.05471528,0.6072356,5.76147,-0.9625925,2.724345,6.152149,-1.441631,2.565326,5.954335,-1.697438,1.433598,5.985856,-1.742617,0.4996985,5.734431,-0.3240426,0.7057281,6.230791,-0.1171601,-0.9315132,6.221543,0.03182681,-2.4914,6.400428,0.2106723,-3.000665,5.848112,-1.018607,0.6234221,6.083238,-0.9348229,-1.013399,6.260375,-0.808234,-2.580233,6.52317,-0.6427531,-3.068949,6.034687,-0.8266544,3.18361,5.995017,-0.610545,3.361016,5.394516,-0.5033983,3.485913,5.556247,-0.4323191,3.462168,6.073435,-0.7692626,3.492771,5.448707,-1.170658,3.482542,5.809942,
-0.6867526,0.664786,6.195399,-0.7690696,1.395425,6.170875,-0.8210557,1.981222,6.164769,-0.836153,2.876113,6.144438,-0.7542912,2.738144,6.212527,-0.1813163,2.608765,6.261933,-0.002949104,1.485634,6.189396,-0.01407637,0.6068093,5.812226,-0.9599495,2.727252,6.168017,-1.432716,2.566243,5.956711,-1.691409,1.435566,6.009094,-1.733274,0.4932988,5.789098,-0.3253641,0.7086585,6.289451,-0.1111868,-0.9281104,6.272443,0.03294034,-2.489531,6.446273,0.2481833,-2.994507,5.902731,-1.01263,0.6252108,6.110585,-0.9321765,-1.013305,6.278218,-0.8151069,-2.582009,6.537304,-0.6153741,-3.066419,6.057078,-0.8179923,3.185083,6.011508,-0.5912707,3.364475,5.415295,-0.487368,3.489277,5.579305,-0.4256974,3.464461,6.097816,-0.7513174,3.495773,5.466892,-1.159366,3.483746,5.820801,
